finyear,lgdstatecode,statename,lgddistrictcode,districtname,schemecode,totalbeneficiaries,totalmale,totalfemale,totaltransgender,totalsc,totalst,totalgen,totalobc,totalaadhaar,totalmobilenumber
2025-2026,22,CHHATTISGARH,383,KORBA,IGNOAPS,28841,15388,13453,0,2014,11820,8020,6987,26379,19984
2025-2026,22,CHHATTISGARH,383,KORBA,IGNWPS,10117,0,10117,0,719,3670,3332,2396,9312,7179
2025-2026,22,CHHATTISGARH,384,KOREA,IGNDPS,179,121,58,0,25,71,19,64,179,136
2025-2026,22,CHHATTISGARH,384,KOREA,IGNOAPS,7183,3723,3460,0,737,3169,507,2770,7172,6219
2025-2026,22,CHHATTISGARH,384,KOREA,IGNWPS,2032,0,2032,0,181,1040,181,630,2031,1781
2025-2026,22,CHHATTISGARH,385,MAHASAMUND,IGNDPS,999,658,340,1,141,161,219,478,970,391
2025-2026,22,CHHATTISGARH,385,MAHASAMUND,IGNOAPS,35021,18042,16971,8,4791,8848,5223,16159,33979,13117
2025-2026,22,CHHATTISGARH,385,MAHASAMUND,IGNWPS,10025,0,10025,0,1284,2299,1995,4447,9688,3542
2025-2026,22,CHHATTISGARH,386,RAIGARH,IGNDPS,1237,804,433,0,105,358,456,318,1230,512
2025-2026,22,CHHATTISGARH,386,RAIGARH,IGNOAPS,34705,18154,16550,1,3722,8608,10227,12148,34625,18671
2025-2026,22,CHHATTISGARH,386,RAIGARH,IGNWPS,11029,0,11029,0,931,3604,3934,2560,11012,6471
2025-2026,22,CHHATTISGARH,387,RAIPUR,IGNDPS,1636,1051,585,0,109,52,995,480,1620,759
2025-2026,22,CHHATTISGARH,387,RAIPUR,IGNOAPS,34200,17275,16921,4,2197,827,19192,11984,34125,20930
2025-2026,22,CHHATTISGARH,387,RAIPUR,IGNWPS,14397,0,14397,0,992,535,8549,4321,14374,7583
2025-2026,22,CHHATTISGARH,388,RAJNANDAGON,IGNDPS,688,438,250,0,42,53,377,216,669,190
2025-2026,22,CHHATTISGARH,388,RAJNANDAGON,IGNOAPS,17758,9842,7916,0,969,911,11735,4143,17310,5696
2025-2026,22,CHHATTISGARH,388,RAJNANDAGON,IGNWPS,9418,0,9418,0,535,738,6145,2000,9093,3150
2025-2026,22,CHHATTISGARH,389,SURGUJA,IGNDPS,870,576,294,0,44,172,562,92,855,248
2025-2026,22,CHHATTISGARH,389,SURGUJA,IGNOAPS,30285,17899,12377,9,1688,7058,17721,3818,29165,6666
2025-2026,22,CHHATTISGARH,389,SURGUJA,IGNWPS,4800,0,4800,0,289,1092,2832,587,4571,864
2025-2026,22,CHHATTISGARH,636,BIJAPUR,IGNDPS,371,258,113,0,32,217,79,43,279,17
2025-2026,22,CHHATTISGARH,636,BIJAPUR,IGNOAPS,3412,1550,1862,0,234,2279,683,216,2392,126
2025-2026,22,CHHATTISGARH,636,BIJAPUR,IGNWPS,2879,0,2879,0,169,2070,415,225,2189,78
2025-2026,22,CHHATTISGARH,637,NARAYANPUR,IGNDPS,277,185,92,0,9,193,45,30,246,8
2025-2026,22,CHHATTISGARH,637,NARAYANPUR,IGNOAPS,4479,1833,2646,0,134,3628,503,214,3755,275
2025-2026,22,CHHATTISGARH,637,NARAYANPUR,IGNWPS,1758,0,1758,0,69,1259,349,81,1630,242
2025-2026,22,CHHATTISGARH,642,SUKMA,IGNDPS,44,29,15,0,1,28,9,6,40,5
2025-2026,22,CHHATTISGARH,642,SUKMA,IGNOAPS,6586,2650,3936,0,134,5424,454,574,5240,1099
2025-2026,22,CHHATTISGARH,642,SUKMA,IGNWPS,4056,0,4056,0,81,3456,259,260,3318,687
2025-2026,22,CHHATTISGARH,643,KONDAGAON,IGNDPS,860,560,300,0,23,529,115,193,847,364
2025-2026,22,CHHATTISGARH,643,KONDAGAON,IGNOAPS,15458,8103,7354,1,672,10169,1755,2862,15278,6436
2025-2026,22,CHHATTISGARH,643,KONDAGAON,IGNWPS,8162,0,8162,0,299,5401,1173,1289,8053,3122
2025-2026,22,CHHATTISGARH,644,BALODABAZAR,IGNDPS,1209,788,421,0,246,103,253,607,1156,263
2025-2026,22,CHHATTISGARH,644,BALODABAZAR,IGNOAPS,23716,12558,11158,0,3859,2434,6356,11067,22732,9318
2025-2026,22,CHHATTISGARH,644,BALODABAZAR,IGNWPS,8509,0,8509,0,1239,928,2356,3986,8227,2663
2025-2026,22,CHHATTISGARH,645,GARIYABAND,IGNDPS,911,615,296,0,90,213,223,385,909,911
2025-2026,22,CHHATTISGARH,645,GARIYABAND,IGNOAPS,24911,13160,11749,2,1792,6036,7021,10062,24903,24860
2025-2026,22,CHHATTISGARH,645,GARIYABAND,IGNWPS,8849,0,8849,0,680,2980,1968,3221,8848,8826
2025-2026,22,CHHATTISGARH,646,BALOD,IGNDPS,240,146,94,0,38,54,39,109,226,56
2025-2026,22,CHHATTISGARH,646,BALOD,IGNOAPS,15215,7971,7239,5,1100,3328,2554,8233,14694,2470
2025-2026,22,CHHATTISGARH,646,BALOD,IGNWPS,7411,0,7411,0,516,2173,1701,3021,7129,1216
2025-2026,22,CHHATTISGARH,647,MUNGELI,IGNDPS,1335,917,418,0,288,71,559,417,1304,321
2025-2026,22,CHHATTISGARH,647,MUNGELI,IGNOAPS,25668,14972,10696,0,4755,1377,10266,9270,25023,5110
2025-2026,22,CHHATTISGARH,647,MUNGELI,IGNWPS,4947,0,4947,0,720,405,2080,1742,4786,1009
2025-2026,22,CHHATTISGARH,648,SURAJPUR,IGNDPS,933,666,267,0,47,244,457,185,910,488
2025-2026,22,CHHATTISGARH,648,SURAJPUR,IGNOAPS,15745,8770,6973,2,1005,5041,4814,4885,15200,5324
2025-2026,22,CHHATTISGARH,648,SURAJPUR,IGNWPS,4153,0,4153,0,137,1209,2000,807,4086,1751
2025-2026,22,CHHATTISGARH,649,BALRAMPUR,IGNDPS,1388,951,437,0,32,394,755,207,1319,1283
2025-2026,22,CHHATTISGARH,649,BALRAMPUR,IGNOAPS,17573,10997,6576,0,483,6743,7881,2466,16696,16106
2025-2026,22,CHHATTISGARH,649,BALRAMPUR,IGNWPS,5051,0,5051,0,144,2140,2295,472,4820,4588
2025-2026,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1010,666,344,0,128,27,420,435,942,504
2025-2026,22,CHHATTISGARH,650,BEMETARA,IGNOAPS,13649,7197,6451,1,1514,513,3216,8406,12597,4197
2025-2026,22,CHHATTISGARH,650,BEMETARA,IGNWPS,3707,0,3707,0,420,122,1158,2007,3374,1228
2025-2026,22,CHHATTISGARH,734,GAURELA- PENDRA-MARWAHI,IGNDPS,1149,832,316,1,33,149,835,132,1134,1128
2025-2026,22,CHHATTISGARH,734,GAURELA- PENDRA-MARWAHI,IGNOAPS,9468,5088,4380,0,234,1595,6699,940,9319,9391
2025-2026,22,CHHATTISGARH,734,GAURELA- PENDRA-MARWAHI,IGNWPS,3121,0,3121,0,74,514,2295,238,3063,3094
2025-2026,22,CHHATTISGARH,759,KHAIRAGARH CHHUIKHADAN GANDAI,IGNDPS,596,385,211,0,65,54,117,360,593,367
2025-2026,22,CHHATTISGARH,759,KHAIRAGARH CHHUIKHADAN GANDAI,IGNOAPS,8029,3868,4161,0,655,928,612,5834,7913,4223
2025-2026,22,CHHATTISGARH,759,KHAIRAGARH CHHUIKHADAN GANDAI,IGNWPS,2829,0,2829,0,348,332,288,1861,2718,1416
2025-2026,22,CHHATTISGARH,760,MANENDRAGARH CHIRMIRI BHARATPUR,IGNDPS,335,235,100,0,27,115,101,92,329,117
2025-2026,22,CHHATTISGARH,760,MANENDRAGARH CHIRMIRI BHARATPUR,IGNOAPS,7107,4156,2951,0,473,3038,2211,1385,6896,2544
2025-2026,22,CHHATTISGARH,760,MANENDRAGARH CHIRMIRI BHARATPUR,IGNWPS,3580,0,3580,0,285,1508,1063,724,3484,1480
2025-2026,22,CHHATTISGARH,761,MOHLA MANPUR AMBAGARH CHOUKI,IGNDPS,532,346,186,0,44,242,87,159,520,142
2025-2026,22,CHHATTISGARH,761,MOHLA MANPUR AMBAGARH CHOUKI,IGNOAPS,5057,2504,2552,1,329,2368,1042,1318,4937,1842
2025-2026,22,CHHATTISGARH,761,MOHLA MANPUR AMBAGARH CHOUKI,IGNWPS,2988,0,2988,0,166,1554,598,670,2913,1010
2025-2026,22,CHHATTISGARH,762,SAKTI,IGNDPS,1404,949,455,0,350,51,567,436,1306,416
2025-2026,22,CHHATTISGARH,762,SAKTI,IGNOAPS,25943,13900,12042,1,4806,1803,11705,7629,24721,8117
2025-2026,22,CHHATTISGARH,762,SAKTI,IGNWPS,5084,0,5084,0,741,509,2039,1795,4702,1144
2025-2026,22,CHHATTISGARH,763,SARANGARH BILAIGARH,IGNDPS,645,413,232,0,158,39,102,346,599,113
2025-2026,22,CHHATTISGARH,763,SARANGARH BILAIGARH,IGNOAPS,29617,16148,13466,3,6710,3079,5398,14430,28579,11731
2025-2026,22,CHHATTISGARH,763,SARANGARH BILAIGARH,IGNWPS,5805,0,5805,0,1346,882,793,2784,5597,2306
2025-2026,23,MADHYA PRADESH,390,ANUPPUR,IGNDPS,1381,893,488,0,204,583,92,502,1280,360
2025-2026,23,MADHYA PRADESH,390,ANUPPUR,IGNOAPS,14728,7406,7322,0,1715,6977,1122,4914,9970,7653
2025-2026,23,MADHYA PRADESH,390,ANUPPUR,IGNWPS,7703,0,7703,0,856,4276,474,2097,5198,2211
2025-2026,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNDPS,853,617,236,0,249,83,89,432,764,446
2025-2026,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNOAPS,18940,9118,9822,0,5718,2299,1902,9021,10655,9633
2025-2026,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNWPS,5702,0,5702,0,1558,1105,575,2464,3210,2061
2025-2026,23,MADHYA PRADESH,392,BALAGHAT,IGNDPS,1856,1139,717,0,156,315,46,1339,1720,656
2025-2026,23,MADHYA PRADESH,392,BALAGHAT,IGNOAPS,68106,35800,32306,0,5783,13508,1555,47260,58332,36246
2025-2026,23,MADHYA PRADESH,392,BALAGHAT,IGNWPS,38111,0,38111,0,3635,9469,897,24110,30881,9083
2025-2026,23,MADHYA PRADESH,393,BARWANI,IGNDPS,1989,1294,695,0,158,1328,69,434,1768,503
2025-2026,23,MADHYA PRADESH,393,BARWANI,IGNOAPS,35849,15622,20227,0,2678,25999,759,6413,27471,15777
2025-2026,23,MADHYA PRADESH,393,BARWANI,IGNWPS,13803,0,13803,0,1232,9180,399,2992,12355,4850
2025-2026,23,MADHYA PRADESH,394,BETUL,IGNDPS,2212,1462,750,0,346,679,115,1072,2015,999
2025-2026,23,MADHYA PRADESH,394,BETUL,IGNOAPS,45821,23986,21835,0,5816,16697,2216,21092,32510,24597
2025-2026,23,MADHYA PRADESH,394,BETUL,IGNWPS,17383,0,17383,0,2329,6597,939,7518,12154,6233
2025-2026,23,MADHYA PRADESH,395,BHIND,IGNDPS,1525,1106,419,0,473,8,422,622,1350,826
2025-2026,23,MADHYA PRADESH,395,BHIND,IGNOAPS,23927,13049,10878,0,7635,75,5380,10837,20174,16852
2025-2026,23,MADHYA PRADESH,395,BHIND,IGNWPS,8902,0,8902,0,2989,48,1976,3889,7670,2927
2025-2026,23,MADHYA PRADESH,396,BHOPAL,IGNDPS,1384,935,449,0,282,64,454,584,1094,443
2025-2026,23,MADHYA PRADESH,396,BHOPAL,IGNOAPS,24294,9489,14805,0,5061,1154,7755,10324,12778,6478
2025-2026,23,MADHYA PRADESH,396,BHOPAL,IGNWPS,8206,0,8206,0,1678,389,2787,3352,5722,1601
2025-2026,23,MADHYA PRADESH,397,BURHANPUR,IGNDPS,579,376,203,0,43,85,87,364,437,255
2025-2026,23,MADHYA PRADESH,397,BURHANPUR,IGNOAPS,18105,7747,10358,0,1977,3758,2622,9748,11428,6685
2025-2026,23,MADHYA PRADESH,397,BURHANPUR,IGNWPS,7924,0,7924,0,1030,1885,639,4370,6124,1933
2025-2026,23,MADHYA PRADESH,398,CHHATARPUR,IGNDPS,1183,832,351,0,370,45,158,610,982,684
2025-2026,23,MADHYA PRADESH,398,CHHATARPUR,IGNOAPS,19726,8588,11138,0,6282,1587,2299,9558,15002,9970
2025-2026,23,MADHYA PRADESH,398,CHHATARPUR,IGNWPS,5221,0,5221,0,1667,518,579,2457,4287,2732
2025-2026,23,MADHYA PRADESH,399,CHHINDWARA,IGNDPS,1968,1295,673,0,298,486,148,1036,1776,817
2025-2026,23,MADHYA PRADESH,399,CHHINDWARA,IGNOAPS,45021,21908,23113,0,5620,14996,2806,21599,35756,24907
2025-2026,23,MADHYA PRADESH,399,CHHINDWARA,IGNWPS,23019,0,23019,0,2970,8460,1178,10411,16762,7012
2025-2026,23,MADHYA PRADESH,400,DAMOH,IGNDPS,1505,1031,474,0,382,135,174,814,1220,730
2025-2026,23,MADHYA PRADESH,400,DAMOH,IGNOAPS,26873,11881,14992,0,6800,3361,3489,13223,21011,14757
2025-2026,23,MADHYA PRADESH,400,DAMOH,IGNWPS,11441,0,11441,0,2784,1848,1073,5736,9442,5464
2025-2026,23,MADHYA PRADESH,401,DATIA,IGNDPS,641,445,196,0,241,14,58,328,310,426
2025-2026,23,MADHYA PRADESH,401,DATIA,IGNOAPS,5991,1816,4175,0,2451,158,472,2910,4235,2205
2025-2026,23,MADHYA PRADESH,401,DATIA,IGNWPS,3354,0,3354,0,1442,136,223,1553,2705,2705
2025-2026,23,MADHYA PRADESH,402,DEWAS,IGNDPS,2164,1516,648,0,696,367,279,822,1997,783
2025-2026,23,MADHYA PRADESH,402,DEWAS,IGNOAPS,32652,14053,18599,0,10323,5946,3821,12562,29486,13889
2025-2026,23,MADHYA PRADESH,402,DEWAS,IGNWPS,9802,0,9802,0,2884,2090,1179,3649,9127,3048
2025-2026,23,MADHYA PRADESH,403,DHAR,IGNDPS,3147,2106,1041,0,357,1925,202,663,2796,1242
2025-2026,23,MADHYA PRADESH,403,DHAR,IGNOAPS,32626,13310,19316,0,3730,21089,1661,6146,28636,15438
2025-2026,23,MADHYA PRADESH,403,DHAR,IGNWPS,19982,0,19982,0,2375,12468,1209,3930,17920,7684
2025-2026,23,MADHYA PRADESH,404,DINDORI,IGNDPS,1492,944,548,0,112,860,31,489,1186,248
2025-2026,23,MADHYA PRADESH,404,DINDORI,IGNOAPS,30738,14475,16263,0,2104,18894,542,9198,22692,10942
2025-2026,23,MADHYA PRADESH,404,DINDORI,IGNWPS,9969,0,9969,0,529,6554,216,2670,6369,1800
2025-2026,23,MADHYA PRADESH,405,KHANDWA,IGNDPS,1981,1353,628,0,368,622,184,807,1719,841
2025-2026,23,MADHYA PRADESH,405,KHANDWA,IGNOAPS,24869,9327,15542,0,4612,8935,2448,8874,15592,10026
2025-2026,23,MADHYA PRADESH,405,KHANDWA,IGNWPS,8554,0,8554,0,1369,3449,840,2896,6429,2753
2025-2026,23,MADHYA PRADESH,406,GUNA,IGNDPS,681,472,209,0,158,97,60,366,463,342
2025-2026,23,MADHYA PRADESH,406,GUNA,IGNOAPS,11149,4069,7080,0,2387,2188,810,5764,7262,4778
2025-2026,23,MADHYA PRADESH,406,GUNA,IGNWPS,2176,0,2176,0,470,468,158,1080,1281,1203
2025-2026,23,MADHYA PRADESH,407,GWALIOR,IGNDPS,553,421,132,0,161,38,64,290,385,374
2025-2026,23,MADHYA PRADESH,407,GWALIOR,IGNOAPS,7147,2604,4543,0,2315,808,559,3465,5163,2988
2025-2026,23,MADHYA PRADESH,407,GWALIOR,IGNWPS,2209,0,2209,0,585,585,162,877,1452,663
2025-2026,23,MADHYA PRADESH,408,HARDA,IGNDPS,733,525,208,0,211,148,46,328,639,232
2025-2026,23,MADHYA PRADESH,408,HARDA,IGNOAPS,9741,4844,4897,0,2488,3183,692,3378,6690,5332
2025-2026,23,MADHYA PRADESH,408,HARDA,IGNWPS,3419,0,3419,0,840,1068,258,1253,2467,921
2025-2026,23,MADHYA PRADESH,409,HOSHANGABAD,IGNDPS,2086,1424,662,0,526,338,224,998,1981,648
2025-2026,23,MADHYA PRADESH,409,HOSHANGABAD,IGNOAPS,24464,12018,12446,0,5554,4633,2202,12075,19802,13960
2025-2026,23,MADHYA PRADESH,409,HOSHANGABAD,IGNWPS,11102,0,11102,0,2313,2744,1010,5035,8794,4112
2025-2026,23,MADHYA PRADESH,410,INDORE,IGNDPS,978,671,307,0,233,210,133,402,823,420
2025-2026,23,MADHYA PRADESH,410,INDORE,IGNOAPS,17153,6257,10896,0,5392,3075,2126,6560,15260,7612
2025-2026,23,MADHYA PRADESH,410,INDORE,IGNWPS,6911,0,6911,0,2303,1171,802,2635,6245,2838
2025-2026,23,MADHYA PRADESH,411,JABALPUR,IGNDPS,3547,2452,1095,0,667,724,404,1752,3269,1303
2025-2026,23,MADHYA PRADESH,411,JABALPUR,IGNOAPS,39625,17718,21907,0,6811,9315,3859,19640,29985,17568
2025-2026,23,MADHYA PRADESH,411,JABALPUR,IGNWPS,19057,0,19057,0,3049,5743,1993,8272,11623,5118
2025-2026,23,MADHYA PRADESH,412,JHABUA,IGNDPS,2369,1536,833,0,45,2155,70,99,2047,641
2025-2026,23,MADHYA PRADESH,412,JHABUA,IGNOAPS,23783,10365,13418,0,467,22352,253,711,21202,10579
2025-2026,23,MADHYA PRADESH,412,JHABUA,IGNWPS,10172,0,10172,0,204,9367,178,423,8982,3112
2025-2026,23,MADHYA PRADESH,413,KATNI,IGNDPS,3318,2283,1035,0,536,762,366,1654,2932,960
2025-2026,23,MADHYA PRADESH,413,KATNI,IGNOAPS,34499,16866,17633,0,5061,9215,3789,16434,26927,19602
2025-2026,23,MADHYA PRADESH,413,KATNI,IGNWPS,15792,0,15792,0,2065,5418,1401,6908,10946,6457
2025-2026,23,MADHYA PRADESH,414,KHARGONE,IGNDPS,2352,1550,802,0,508,625,242,977,2018,919
2025-2026,23,MADHYA PRADESH,414,KHARGONE,IGNOAPS,40103,16744,23359,0,8444,12424,3328,15907,28504,20604
2025-2026,23,MADHYA PRADESH,414,KHARGONE,IGNWPS,13473,0,13473,0,2627,4402,1152,5292,11679,6049
2025-2026,23,MADHYA PRADESH,415,MANDLA,IGNDPS,2359,1536,823,0,173,1242,60,884,2128,557
2025-2026,23,MADHYA PRADESH,415,MANDLA,IGNOAPS,30364,16037,14327,0,1545,17569,584,10666,24581,17264
2025-2026,23,MADHYA PRADESH,415,MANDLA,IGNWPS,18992,0,18992,0,1049,11067,403,6473,14204,6262
2025-2026,23,MADHYA PRADESH,416,MANDSAUR,IGNDPS,2091,1441,650,0,529,54,334,1174,1691,535
2025-2026,23,MADHYA PRADESH,416,MANDSAUR,IGNOAPS,30669,12599,18070,0,7834,807,5866,16162,24891,14402
2025-2026,23,MADHYA PRADESH,416,MANDSAUR,IGNWPS,11727,0,11727,0,3170,404,1633,6520,9749,3999
2025-2026,23,MADHYA PRADESH,417,MORENA,IGNDPS,1722,1235,487,0,493,10,442,777,1220,1023
2025-2026,23,MADHYA PRADESH,417,MORENA,IGNOAPS,26833,14025,12808,0,6121,293,7762,12657,20005,20838
2025-2026,23,MADHYA PRADESH,417,MORENA,IGNWPS,7576,0,7576,0,2347,176,1508,3545,6176,4412
2025-2026,23,MADHYA PRADESH,418,NARSINGHPUR,IGNDPS,2892,2032,860,0,679,319,330,1564,2594,913
2025-2026,23,MADHYA PRADESH,418,NARSINGHPUR,IGNOAPS,46119,22854,23265,0,10181,6414,4681,24843,36854,21438
2025-2026,23,MADHYA PRADESH,418,NARSINGHPUR,IGNWPS,12848,0,12848,0,2666,2298,1241,6643,8608,3714
2025-2026,23,MADHYA PRADESH,419,NEEMUCH,IGNDPS,961,670,291,0,173,81,132,575,921,266
2025-2026,23,MADHYA PRADESH,419,NEEMUCH,IGNOAPS,14960,5985,8975,0,3179,1629,1962,8190,11090,6190
2025-2026,23,MADHYA PRADESH,419,NEEMUCH,IGNWPS,7595,0,7595,0,1515,1108,1020,3952,7222,2308
2025-2026,23,MADHYA PRADESH,420,PANNA,IGNDPS,1238,825,413,0,321,123,223,571,859,779
2025-2026,23,MADHYA PRADESH,420,PANNA,IGNOAPS,16219,6933,9286,0,3469,2324,4586,5840,10126,8367
2025-2026,23,MADHYA PRADESH,420,PANNA,IGNWPS,5942,0,5942,0,1240,1524,1014,2164,4523,4290
2025-2026,23,MADHYA PRADESH,421,RAISEN,IGNDPS,2492,1803,689,0,578,324,461,1129,2154,548
2025-2026,23,MADHYA PRADESH,421,RAISEN,IGNOAPS,38874,19407,19467,0,8706,6240,6429,17499,28458,20037
2025-2026,23,MADHYA PRADESH,421,RAISEN,IGNWPS,11722,0,11722,0,2376,2141,2049,5156,9873,3658
2025-2026,23,MADHYA PRADESH,422,RAJGARH,IGNDPS,1830,1303,527,0,433,48,192,1157,1582,825
2025-2026,23,MADHYA PRADESH,422,RAJGARH,IGNOAPS,46054,20730,25324,0,9963,1514,3521,31056,30294,17009
2025-2026,23,MADHYA PRADESH,422,RAJGARH,IGNWPS,5889,0,5889,0,1359,267,556,3707,4255,1196
2025-2026,23,MADHYA PRADESH,423,RATLAM,IGNDPS,1267,864,403,0,274,374,167,452,1123,814
2025-2026,23,MADHYA PRADESH,423,RATLAM,IGNOAPS,22326,8239,14087,0,4489,9676,2210,5951,17759,9657
2025-2026,23,MADHYA PRADESH,423,RATLAM,IGNWPS,10454,0,10454,0,2108,4310,1073,2963,8738,5865
2025-2026,23,MADHYA PRADESH,424,REWA,IGNDPS,2840,1934,906,0,624,360,811,1045,2272,1105
2025-2026,23,MADHYA PRADESH,424,REWA,IGNOAPS,70166,34045,36121,0,13663,11531,19610,25362,58317,31655
2025-2026,23,MADHYA PRADESH,424,REWA,IGNWPS,12301,0,12301,0,2395,2355,3075,4476,9693,3131
2025-2026,23,MADHYA PRADESH,425,SAGAR,IGNDPS,1937,1328,609,0,534,153,198,1052,1426,779
2025-2026,23,MADHYA PRADESH,425,SAGAR,IGNOAPS,36366,15876,20490,0,8428,3960,6898,17080,28143,17488
2025-2026,23,MADHYA PRADESH,425,SAGAR,IGNWPS,10527,0,10527,0,2792,1493,984,5258,8079,2726
2025-2026,23,MADHYA PRADESH,426,SATNA,IGNDPS,5502,3751,1751,0,1245,695,1204,2358,4615,1550
2025-2026,23,MADHYA PRADESH,426,SATNA,IGNOAPS,73971,36089,37882,0,15260,13012,15943,29756,63188,36282
2025-2026,23,MADHYA PRADESH,426,SATNA,IGNWPS,17817,0,17817,0,3523,3755,3769,6770,15105,5056
2025-2026,23,MADHYA PRADESH,427,SEHORE,IGNDPS,2513,1753,760,0,940,214,297,1062,2339,641
2025-2026,23,MADHYA PRADESH,427,SEHORE,IGNOAPS,46243,21352,24891,0,13980,4882,4977,22404,35598,16237
2025-2026,23,MADHYA PRADESH,427,SEHORE,IGNWPS,9410,0,9410,0,2620,1137,1240,4413,7980,2303
2025-2026,23,MADHYA PRADESH,428,SEONI,IGNDPS,1572,1101,471,0,220,553,154,645,1461,624
2025-2026,23,MADHYA PRADESH,428,SEONI,IGNOAPS,34606,15056,19550,0,3935,13140,2936,14595,26938,16655
2025-2026,23,MADHYA PRADESH,428,SEONI,IGNWPS,16084,0,16084,0,1675,6589,1112,6708,12139,5065
2025-2026,23,MADHYA PRADESH,429,SHAHDOL,IGNDPS,2541,1704,837,0,299,916,369,957,2261,936
2025-2026,23,MADHYA PRADESH,429,SHAHDOL,IGNOAPS,29742,15412,14330,0,2958,13896,4232,8656,25684,15581
2025-2026,23,MADHYA PRADESH,429,SHAHDOL,IGNWPS,13797,0,13797,0,1261,7748,1315,3473,12349,3213
2025-2026,23,MADHYA PRADESH,430,SHAJAPUR,IGNDPS,1037,718,319,0,344,31,151,511,950,448
2025-2026,23,MADHYA PRADESH,430,SHAJAPUR,IGNOAPS,28765,13947,14818,0,10429,1185,3623,13528,26011,15232
2025-2026,23,MADHYA PRADESH,430,SHAJAPUR,IGNWPS,8461,0,8461,0,2973,398,1178,3912,6956,2877
2025-2026,23,MADHYA PRADESH,431,SHEOPUR,IGNDPS,566,378,188,0,132,115,46,273,509,265
2025-2026,23,MADHYA PRADESH,431,SHEOPUR,IGNOAPS,11064,5179,5885,0,2430,3074,706,4854,8031,5954
2025-2026,23,MADHYA PRADESH,431,SHEOPUR,IGNWPS,5453,0,5453,0,925,2639,194,1695,4825,1689
2025-2026,23,MADHYA PRADESH,432,SHIVPURI,IGNDPS,1687,1216,471,0,459,243,120,865,912,858
2025-2026,23,MADHYA PRADESH,432,SHIVPURI,IGNOAPS,33941,15949,17992,0,8955,6514,1837,16635,21932,18559
2025-2026,23,MADHYA PRADESH,432,SHIVPURI,IGNWPS,12309,0,12309,0,2684,4248,569,4808,6543,5307
2025-2026,23,MADHYA PRADESH,433,SIDHI,IGNDPS,2080,1431,649,0,315,429,367,969,1771,818
2025-2026,23,MADHYA PRADESH,433,SIDHI,IGNOAPS,40335,21590,18745,0,5356,10664,8988,15327,34166,19875
2025-2026,23,MADHYA PRADESH,433,SIDHI,IGNWPS,9178,0,9178,0,1206,3030,1624,3318,7985,2256
2025-2026,23,MADHYA PRADESH,434,TIKAMGARH,IGNDPS,1386,932,454,0,401,54,151,780,878,520
2025-2026,23,MADHYA PRADESH,434,TIKAMGARH,IGNOAPS,45090,23113,21977,0,13177,2279,4068,25566,34637,28764
2025-2026,23,MADHYA PRADESH,434,TIKAMGARH,IGNWPS,10044,0,10044,0,3030,880,775,5359,7610,3534
2025-2026,23,MADHYA PRADESH,435,UJJAIN,IGNDPS,954,667,287,0,396,36,160,362,845,655
2025-2026,23,MADHYA PRADESH,435,UJJAIN,IGNOAPS,33022,13280,19742,0,14098,977,5980,11967,28873,15916
2025-2026,23,MADHYA PRADESH,435,UJJAIN,IGNWPS,11243,0,11243,0,4878,422,1795,4148,9979,3755
2025-2026,23,MADHYA PRADESH,436,UMARIA,IGNDPS,1580,1044,536,0,181,523,270,606,1256,386
2025-2026,23,MADHYA PRADESH,436,UMARIA,IGNOAPS,26078,13105,12973,0,2363,11854,3492,8369,19343,13832
2025-2026,23,MADHYA PRADESH,436,UMARIA,IGNWPS,6930,0,6930,0,613,3780,719,1818,6008,2139
2025-2026,23,MADHYA PRADESH,437,VIDISHA,IGNDPS,1094,779,315,0,275,58,182,579,1013,606
2025-2026,23,MADHYA PRADESH,437,VIDISHA,IGNOAPS,46094,22545,23549,0,12549,3132,6448,23965,35106,19951
2025-2026,23,MADHYA PRADESH,437,VIDISHA,IGNWPS,10643,0,10643,0,2868,845,1740,5190,9663,3506
2025-2026,23,MADHYA PRADESH,638,SINGRAULI,IGNDPS,2110,1406,704,0,322,587,209,992,918,673
2025-2026,23,MADHYA PRADESH,638,SINGRAULI,IGNOAPS,46227,24434,21793,0,5908,16319,3533,20467,20042,25281
2025-2026,23,MADHYA PRADESH,638,SINGRAULI,IGNWPS,8430,0,8430,0,1150,3658,642,2980,3765,3151
2025-2026,23,MADHYA PRADESH,639,ALIRAJPUR,IGNDPS,1145,788,357,0,36,1054,9,46,741,312
2025-2026,23,MADHYA PRADESH,639,ALIRAJPUR,IGNOAPS,9534,4256,5278,0,376,8946,60,152,5135,4611
2025-2026,23,MADHYA PRADESH,639,ALIRAJPUR,IGNWPS,4602,0,4602,0,196,4258,20,128,2857,1621
2025-2026,23,MADHYA PRADESH,667,AGAR MALWA,IGNDPS,595,408,187,0,162,13,85,335,449,270
2025-2026,23,MADHYA PRADESH,667,AGAR MALWA,IGNOAPS,15487,7023,8464,0,5327,457,1679,8024,10089,6357
2025-2026,23,MADHYA PRADESH,667,AGAR MALWA,IGNWPS,3559,0,3559,0,1080,177,364,1938,2103,83
2025-2026,24,GUJARAT,438,AHMADABAD,IGNDPS,1061,733,327,1,74,13,880,82,736,382
